key,format,sourcePath,defaultScale,semanticRole,objectKind,description,size.sourceSize,size.authoredDefaultSize,size.renderedDefaultSize,colors.materialColors,colors.prominentRenderedColors,animations,warnings
anvil_log_fp,gltf,gltf/quaternius/fantasy_props/Anvil_Log.gltf,0.8,tree_trunk,nature_or_resource,"anvil log (nature_or_resource); 0.7434m x 0.8587m x 0.6571m. Dominant colors: gray/stone, orange/gold, mixed.","{""x"":0.9293,""y"":1.0734,""z"":0.8214}","{""x"":0.7434,""y"":0.8587,""z"":0.6571}","{""x"":0.7434,""y"":0.8587,""z"":0.6571}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":4000},{""hex"":""#c08060"",""pixels"":2576},{""hex"":""#606060"",""pixels"":1705},{""hex"":""#e0a060"",""pixels"":1550},{""hex"":""#c0a060"",""pixels"":1461},{""hex"":""#c0a080"",""pixels"":1165},{""hex"":""#e0e0e0"",""pixels"":1069},{""hex"":""#ffc080"",""pixels"":930}]",[],[]
workbench_fp,gltf,gltf/quaternius/fantasy_props/Workbench.gltf,0.82,furniture_or_clutter,furniture,"workbench (furniture); 1.6557m x 0.7336m x 0.8398m. Dominant colors: orange/gold, red/brown.","{""x"":2.0191,""y"":0.8946,""z"":1.0242}","{""x"":1.6557,""y"":0.7336,""z"":0.8398}","{""x"":1.6557,""y"":0.7336,""z"":0.8399}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":1881},{""hex"":""#ffc080"",""pixels"":1808},{""hex"":""#e0a060"",""pixels"":1527},{""hex"":""#e0a080"",""pixels"":1249},{""hex"":""#804020"",""pixels"":1245},{""hex"":""#a06040"",""pixels"":834},{""hex"":""#604020"",""pixels"":768},{""hex"":""#ffa060"",""pixels"":602}]",[],[]
workbench_drawers_fp,gltf,gltf/quaternius/fantasy_props/Workbench_Drawers.gltf,0.82,furniture_or_clutter,furniture,"workbench drawers (furniture); 0.3469m x 0.1987m x 0.2452m. Dominant colors: orange/gold, red/brown.","{""x"":0.4231,""y"":0.2423,""z"":0.299}","{""x"":0.3469,""y"":0.1987,""z"":0.2452}","{""x"":0.3469,""y"":0.1987,""z"":0.2452}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#ffc080"",""pixels"":8382},{""hex"":""#a06040"",""pixels"":3336},{""hex"":""#e0a060"",""pixels"":2537},{""hex"":""#c08060"",""pixels"":1773},{""hex"":""#ffa060"",""pixels"":1631},{""hex"":""#ffa080"",""pixels"":1500},{""hex"":""#e08060"",""pixels"":1496},{""hex"":""#c08040"",""pixels"":1435}]",[],[]
weaponstand_fp,gltf,gltf/quaternius/fantasy_props/WeaponStand.gltf,0.82,decorative_or_unknown,tools_or_weapons,weaponstand (tools_or_weapons); 1.1367m x 0.9096m x 0.8061m. Dominant colors: orange/gold.,"{""x"":1.3862,""y"":1.1093,""z"":0.9831}","{""x"":1.1367,""y"":0.9096,""z"":0.8061}","{""x"":1.1367,""y"":0.9096,""z"":0.8062}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#ffc080"",""pixels"":4262},{""hex"":""#ffa060"",""pixels"":3831},{""hex"":""#e0a060"",""pixels"":3506},{""hex"":""#e08060"",""pixels"":675},{""hex"":""#ffc060"",""pixels"":665},{""hex"":""#ffa080"",""pixels"":560},{""hex"":""#e0a080"",""pixels"":426},{""hex"":""#e0e0c0"",""pixels"":395}]",[],[]
sword_bronze_fp,gltf,gltf/quaternius/fantasy_props/Sword_Bronze.gltf,0.72,decorative_tiny,tools_or_weapons,sword bronze (tools_or_weapons); 0.192m x 0.8152m x 0.0471m. Dominant colors: red/brown.,"{""x"":0.2666,""y"":1.1322,""z"":0.0654}","{""x"":0.192,""y"":0.8152,""z"":0.0471}","{""x"":0.1919,""y"":0.8152,""z"":0.0471}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#402000"",""pixels"":337},{""hex"":""#604020"",""pixels"":289},{""hex"":""#604000"",""pixels"":155},{""hex"":""#804020"",""pixels"":109},{""hex"":""#602000"",""pixels"":96},{""hex"":""#806040"",""pixels"":53},{""hex"":""#c0c0a0"",""pixels"":50},{""hex"":""#a08080"",""pixels"":38}]",[],[]
axe_bronze_fp,gltf,gltf/quaternius/fantasy_props/Axe_Bronze.gltf,0.72,decorative_tiny,tools_or_weapons,"axe bronze (tools_or_weapons); 0.212m x 0.5954m x 0.0331m. Dominant colors: orange/gold, red/brown, mixed.","{""x"":0.2945,""y"":0.8269,""z"":0.046}","{""x"":0.212,""y"":0.5954,""z"":0.0331}","{""x"":0.212,""y"":0.5954,""z"":0.0331}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#c08060"",""pixels"":407},{""hex"":""#604000"",""pixels"":361},{""hex"":""#402000"",""pixels"":307},{""hex"":""#e0a060"",""pixels"":263},{""hex"":""#ffa060"",""pixels"":141},{""hex"":""#c0a060"",""pixels"":138},{""hex"":""#c0a080"",""pixels"":130},{""hex"":""#804000"",""pixels"":101}]",[],[]
pickaxe_bronze_fp,gltf,gltf/quaternius/fantasy_props/Pickaxe_Bronze.gltf,0.72,decorative_tiny,tools_or_weapons,"pickaxe bronze (tools_or_weapons); 0.5853m x 0.8623m x 0.0977m. Dominant colors: orange/gold, red/brown, mixed.","{""x"":0.8129,""y"":1.1976,""z"":0.1357}","{""x"":0.5853,""y"":0.8623,""z"":0.0977}","{""x"":0.5853,""y"":0.8623,""z"":0.0977}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#c08060"",""pixels"":510},{""hex"":""#402000"",""pixels"":466},{""hex"":""#e0a060"",""pixels"":286},{""hex"":""#c0a080"",""pixels"":213},{""hex"":""#604000"",""pixels"":192},{""hex"":""#c0a060"",""pixels"":157},{""hex"":""#604020"",""pixels"":146},{""hex"":""#a06020"",""pixels"":89}]",[],[]
shield_wooden_fp,gltf,gltf/quaternius/fantasy_props/Shield_Wooden.gltf,0.72,decorative_tiny,tools_or_weapons,"shield wooden (tools_or_weapons); 0.4425m x 0.447m x 0.1287m. Dominant colors: black/dark, orange/gold, gray/stone, blue.","{""x"":0.6146,""y"":0.6209,""z"":0.1788}","{""x"":0.4425,""y"":0.447,""z"":0.1287}","{""x"":0.4425,""y"":0.447,""z"":0.1288}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal_Vertex"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props"",""hex"":""#ffffff""}]","[{""hex"":""#202020"",""pixels"":3413},{""hex"":""#e0a060"",""pixels"":2818},{""hex"":""#ffa060"",""pixels"":2240},{""hex"":""#ffc080"",""pixels"":1674},{""hex"":""#404040"",""pixels"":1332},{""hex"":""#202040"",""pixels"":670},{""hex"":""#402020"",""pixels"":650},{""hex"":""#606060"",""pixels"":577}]",[],[]
whetstone_fp,gltf,gltf/quaternius/fantasy_props/Whetstone.gltf,0.72,decorative_tiny,nature_or_resource,"whetstone (nature_or_resource); 0.8214m x 0.8423m x 0.6493m. Dominant colors: mixed, orange/gold, red/brown, gray/stone.","{""x"":1.1409,""y"":1.1699,""z"":0.9018}","{""x"":0.8214,""y"":0.8423,""z"":0.6493}","{""x"":0.8214,""y"":0.8423,""z"":0.6493}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#c0a080"",""pixels"":3594},{""hex"":""#e08040"",""pixels"":3221},{""hex"":""#ffc080"",""pixels"":2406},{""hex"":""#c06040"",""pixels"":1467},{""hex"":""#c08040"",""pixels"":1446},{""hex"":""#404040"",""pixels"":1274},{""hex"":""#ffa060"",""pixels"":1167},{""hex"":""#e0a060"",""pixels"":1150}]",[],[]
torch_metal_fp,gltf,gltf/quaternius/fantasy_props/Torch_Metal.gltf,0.78,decorative_tiny,lighting,"torch metal (lighting); 0.1741m x 0.5056m x 0.303m. Dominant colors: gray/stone, mixed.","{""x"":0.2232,""y"":0.6482,""z"":0.3884}","{""x"":0.1741,""y"":0.5056,""z"":0.303}","{""x"":0.1741,""y"":0.5056,""z"":0.303}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#606060"",""pixels"":2074},{""hex"":""#404040"",""pixels"":2020},{""hex"":""#604060"",""pixels"":617},{""hex"":""#808080"",""pixels"":604},{""hex"":""#c0c0c0"",""pixels"":399},{""hex"":""#a0a0a0"",""pixels"":278},{""hex"":""#a08080"",""pixels"":222},{""hex"":""#402040"",""pixels"":163}]",[],[]
chest_wood_fp,gltf,gltf/quaternius/fantasy_props/Chest_Wood.gltf,0.82,furniture_or_clutter,storage_or_clutter,"chest wood (storage_or_clutter); 1.0463m x 0.5865m x 0.6194m. Dominant colors: gray/stone, orange/gold.","{""x"":1.276,""y"":0.7152,""z"":0.7554}","{""x"":1.0463,""y"":0.5865,""z"":0.6194}","{""x"":1.0464,""y"":0.5865,""z"":0.6194}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":6724},{""hex"":""#606060"",""pixels"":1981},{""hex"":""#ffc080"",""pixels"":1620},{""hex"":""#ffa060"",""pixels"":1540},{""hex"":""#e0a060"",""pixels"":1356},{""hex"":""#808080"",""pixels"":883},{""hex"":""#c0c0c0"",""pixels"":593},{""hex"":""#e0e0e0"",""pixels"":535}]","[{""name"":""Chest_Close"",""duration"":0.5},{""name"":""Chest_Closed"",""duration"":0.333},{""name"":""Chest_Open"",""duration"":0.633},{""name"":""Chest_Opened"",""duration"":0.333}]",[]
coin_fp,gltf,gltf/quaternius/fantasy_props/Coin.gltf,0.62,decorative_tiny,decor_or_misc,"coin (decor_or_misc); 0.0423m x 0.0423m x 0.009m. Dominant colors: black/dark, red/brown.","{""x"":0.0683,""y"":0.0683,""z"":0.0145}","{""x"":0.0423,""y"":0.0423,""z"":0.009}","{""x"":0.0423,""y"":0.0423,""z"":0.009}","[{""name"":""MI_Trim_Metal_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#202000"",""pixels"":7032},{""hex"":""#402000"",""pixels"":6339},{""hex"":""#200000"",""pixels"":750},{""hex"":""#000000"",""pixels"":553},{""hex"":""#a06020"",""pixels"":544},{""hex"":""#604020"",""pixels"":406},{""hex"":""#604000"",""pixels"":353},{""hex"":""#402020"",""pixels"":334}]",[],[]
coin_pile,gltf,gltf/quaternius/fantasy_props/Coin_Pile.gltf,0.62,decorative_tiny,decor_or_misc,"coin pile (decor_or_misc); 0.1225m x 0.0456m x 0.0956m. Dominant colors: red/brown, mixed, black/dark, orange/gold.","{""x"":0.1975,""y"":0.0735,""z"":0.1542}","{""x"":0.1225,""y"":0.0456,""z"":0.0956}","{""x"":0.1224,""y"":0.0456,""z"":0.0956}","[{""name"":""MI_Trim_Metal_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#402000"",""pixels"":3929},{""hex"":""#a08060"",""pixels"":805},{""hex"":""#202000"",""pixels"":804},{""hex"":""#e0a080"",""pixels"":577},{""hex"":""#c0a080"",""pixels"":574},{""hex"":""#c08060"",""pixels"":503},{""hex"":""#604000"",""pixels"":408},{""hex"":""#a08080"",""pixels"":370}]",[],[]
coin_pile_2,gltf,gltf/quaternius/fantasy_props/Coin_Pile_2.gltf,0.62,decorative_tiny,decor_or_misc,"coin pile 2 (decor_or_misc); 0.1728m x 0.0362m x 0.1241m. Dominant colors: red/brown, mixed, orange/gold.","{""x"":0.2787,""y"":0.0584,""z"":0.2002}","{""x"":0.1728,""y"":0.0362,""z"":0.1241}","{""x"":0.1728,""y"":0.0362,""z"":0.1241}","[{""name"":""MI_Trim_Metal_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#402000"",""pixels"":1977},{""hex"":""#a08060"",""pixels"":804},{""hex"":""#c0a080"",""pixels"":624},{""hex"":""#c08060"",""pixels"":523},{""hex"":""#e0a080"",""pixels"":505},{""hex"":""#a08080"",""pixels"":340},{""hex"":""#604020"",""pixels"":290},{""hex"":""#604000"",""pixels"":276}]",[],[]
key_gold_fp,gltf,gltf/quaternius/fantasy_props/Key_Gold.gltf,0.62,decorative_tiny,decor_or_misc,"key gold (decor_or_misc); 0.036m x 0.0076m x 0.0758m. Dominant colors: red/brown, orange/gold.","{""x"":0.0581,""y"":0.0123,""z"":0.1223}","{""x"":0.036,""y"":0.0076,""z"":0.0758}","{""x"":0.036,""y"":0.0076,""z"":0.0758}","[{""name"":""MI_Trim_Metal_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#604000"",""pixels"":448},{""hex"":""#a06020"",""pixels"":349},{""hex"":""#804000"",""pixels"":320},{""hex"":""#402000"",""pixels"":225},{""hex"":""#c08040"",""pixels"":222},{""hex"":""#a06000"",""pixels"":219},{""hex"":""#806000"",""pixels"":189},{""hex"":""#806020"",""pixels"":166}]",[],[]
key_metal_fp,gltf,gltf/quaternius/fantasy_props/Key_Metal.gltf,0.62,decorative_tiny,decor_or_misc,"key metal (decor_or_misc); 0.0298m x 0.0077m x 0.0688m. Dominant colors: gray/stone, white/light.","{""x"":0.048,""y"":0.0124,""z"":0.111}","{""x"":0.0298,""y"":0.0077,""z"":0.0688}","{""x"":0.0297,""y"":0.0077,""z"":0.0689}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#a0a0a0"",""pixels"":526},{""hex"":""#c0c0c0"",""pixels"":462},{""hex"":""#606060"",""pixels"":455},{""hex"":""#808080"",""pixels"":430},{""hex"":""#404040"",""pixels"":202},{""hex"":""#e0e0e0"",""pixels"":181},{""hex"":""#a080a0"",""pixels"":86},{""hex"":""#a0a0c0"",""pixels"":84}]",[],[]
book_stack_1,gltf,gltf/quaternius/fantasy_props/Book_Stack_1.gltf,0.68,decorative_tiny,wall_or_display_decor,"book stack 1 (wall_or_display_decor); 0.1937m x 0.1453m x 0.1539m. Dominant colors: red/brown, wood/brown, mixed, gray/stone.","{""x"":0.2849,""y"":0.2137,""z"":0.2263}","{""x"":0.1937,""y"":0.1453,""z"":0.1539}","{""x"":0.1938,""y"":0.1453,""z"":0.1539}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#604020"",""pixels"":4062},{""hex"":""#a08040"",""pixels"":3316},{""hex"":""#404020"",""pixels"":2779},{""hex"":""#808080"",""pixels"":2636},{""hex"":""#806040"",""pixels"":2093},{""hex"":""#606060"",""pixels"":2071},{""hex"":""#606020"",""pixels"":1793},{""hex"":""#406020"",""pixels"":1761}]",[],[]
book_stack_2,gltf,gltf/quaternius/fantasy_props/Book_Stack_2.gltf,0.68,decorative_tiny,wall_or_display_decor,"book stack 2 (wall_or_display_decor); 0.1867m x 0.1349m x 0.1546m. Dominant colors: red/brown, wood/brown, blue, green, orange/gold.","{""x"":0.2745,""y"":0.1984,""z"":0.2273}","{""x"":0.1867,""y"":0.1349,""z"":0.1546}","{""x"":0.1866,""y"":0.1349,""z"":0.1545}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#806040"",""pixels"":2799},{""hex"":""#806060"",""pixels"":2753},{""hex"":""#a08040"",""pixels"":2263},{""hex"":""#404060"",""pixels"":2113},{""hex"":""#406020"",""pixels"":1799},{""hex"":""#c08060"",""pixels"":1707},{""hex"":""#402020"",""pixels"":1658},{""hex"":""#204040"",""pixels"":1330}]",[],[]
book_group_1,gltf,gltf/quaternius/fantasy_props/BookGroup_Medium_1.gltf,0.68,decorative_tiny,wall_or_display_decor,"book group 1 (wall_or_display_decor); 0.7226m x 0.2028m x 0.1683m. Dominant colors: gray/stone, blue, mixed, green, red/brown.","{""x"":1.0626,""y"":0.2983,""z"":0.2475}","{""x"":0.7226,""y"":0.2028,""z"":0.1683}","{""x"":0.7226,""y"":0.2028,""z"":0.1683}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":1646},{""hex"":""#404060"",""pixels"":1043},{""hex"":""#204040"",""pixels"":725},{""hex"":""#406040"",""pixels"":694},{""hex"":""#a08060"",""pixels"":582},{""hex"":""#602020"",""pixels"":439},{""hex"":""#806060"",""pixels"":389},{""hex"":""#406020"",""pixels"":384}]",[],[]
book_group_2,gltf,gltf/quaternius/fantasy_props/BookGroup_Medium_2.gltf,0.68,decorative_tiny,wall_or_display_decor,"book group 2 (wall_or_display_decor); 0.7511m x 0.2005m x 0.1683m. Dominant colors: blue, red/brown, mixed.","{""x"":1.1046,""y"":0.2949,""z"":0.2475}","{""x"":0.7511,""y"":0.2005,""z"":0.1683}","{""x"":0.7511,""y"":0.2005,""z"":0.1683}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#404060"",""pixels"":953},{""hex"":""#604020"",""pixels"":850},{""hex"":""#806060"",""pixels"":640},{""hex"":""#a08060"",""pixels"":637},{""hex"":""#402020"",""pixels"":553},{""hex"":""#606020"",""pixels"":546},{""hex"":""#404040"",""pixels"":536},{""hex"":""#602020"",""pixels"":526}]",[],[]
bookstand_fp,gltf,gltf/quaternius/fantasy_props/BookStand.gltf,0.76,decorative_tiny,wall_or_display_decor,bookstand (wall_or_display_decor); 0.3854m x 1.0996m x 0.3885m. Dominant colors: orange/gold.,"{""x"":0.5071,""y"":1.4468,""z"":0.5112}","{""x"":0.3854,""y"":1.0996,""z"":0.3885}","{""x"":0.3854,""y"":1.0996,""z"":0.3885}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""}]","[{""hex"":""#e0a060"",""pixels"":1853},{""hex"":""#ffa060"",""pixels"":1486},{""hex"":""#ffc080"",""pixels"":945},{""hex"":""#e08060"",""pixels"":459},{""hex"":""#ffa080"",""pixels"":238},{""hex"":""#c08060"",""pixels"":235},{""hex"":""#e0a080"",""pixels"":162},{""hex"":""#e0c0a0"",""pixels"":78}]",[],[]
scroll_1_fp,gltf,gltf/quaternius/fantasy_props/Scroll_1.gltf,0.66,decorative_tiny,wall_or_display_decor,"scroll 1 (wall_or_display_decor); 0.161m x 0.0388m x 0.0416m. Dominant colors: white/light, mixed, green.","{""x"":0.2439,""y"":0.0588,""z"":0.0631}","{""x"":0.161,""y"":0.0388,""z"":0.0416}","{""x"":0.161,""y"":0.0388,""z"":0.0417}","[{""name"":""MI_Page_Empty"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":3702},{""hex"":""#ffffe0"",""pixels"":578},{""hex"":""#e0e0c0"",""pixels"":310},{""hex"":""#ffe0e0"",""pixels"":206},{""hex"":""#608040"",""pixels"":194},{""hex"":""#e0c0c0"",""pixels"":112},{""hex"":""#406020"",""pixels"":107},{""hex"":""#608020"",""pixels"":83}]",[],[]
scroll_2_fp,gltf,gltf/quaternius/fantasy_props/Scroll_2.gltf,0.66,decorative_tiny,wall_or_display_decor,"scroll 2 (wall_or_display_decor); 0.1537m x 0.0387m x 0.042m. Dominant colors: white/light, mixed, red/brown.","{""x"":0.2329,""y"":0.0587,""z"":0.0637}","{""x"":0.1537,""y"":0.0387,""z"":0.042}","{""x"":0.1537,""y"":0.0387,""z"":0.042}","[{""name"":""MI_Page_Empty"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":3611},{""hex"":""#ffffe0"",""pixels"":585},{""hex"":""#e0e0c0"",""pixels"":293},{""hex"":""#ffe0e0"",""pixels"":219},{""hex"":""#e0c0c0"",""pixels"":136},{""hex"":""#ff4040"",""pixels"":117},{""hex"":""#ff4020"",""pixels"":101},{""hex"":""#e04020"",""pixels"":85}]",[],[]
potion_1_fp,gltf,gltf/quaternius/fantasy_props/Potion_1.gltf,0.62,decorative_tiny,decor_or_misc,potion 1 (decor_or_misc); 0.0706m x 0.087m x 0.0706m. Dominant colors: green.,"{""x"":0.1139,""y"":0.1404,""z"":0.1139}","{""x"":0.0706,""y"":0.087,""z"":0.0706}","{""x"":0.0706,""y"":0.087,""z"":0.0706}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#608040"",""pixels"":4968},{""hex"":""#408040"",""pixels"":1720},{""hex"":""#60a040"",""pixels"":1661},{""hex"":""#406020"",""pixels"":1657},{""hex"":""#406040"",""pixels"":1628},{""hex"":""#60a060"",""pixels"":913},{""hex"":""#608060"",""pixels"":863},{""hex"":""#80a060"",""pixels"":771}]",[],[]
potion_2_fp,gltf,gltf/quaternius/fantasy_props/Potion_2.gltf,0.62,decorative_tiny,decor_or_misc,potion 2 (decor_or_misc); 0.079m x 0.1621m x 0.079m. Dominant colors: red/brown.,"{""x"":0.1274,""y"":0.2615,""z"":0.1274}","{""x"":0.079,""y"":0.1621,""z"":0.079}","{""x"":0.079,""y"":0.1621,""z"":0.079}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#a04040"",""pixels"":2380},{""hex"":""#802020"",""pixels"":2233},{""hex"":""#602020"",""pixels"":796},{""hex"":""#a04020"",""pixels"":745},{""hex"":""#804040"",""pixels"":474},{""hex"":""#804020"",""pixels"":295},{""hex"":""#806040"",""pixels"":223},{""hex"":""#600000"",""pixels"":216}]",[],[]
potion_4_fp,gltf,gltf/quaternius/fantasy_props/Potion_4.gltf,0.62,decorative_tiny,decor_or_misc,"potion 4 (decor_or_misc); 0.0916m x 0.1244m x 0.0916m. Dominant colors: blue, mixed.","{""x"":0.1477,""y"":0.2006,""z"":0.1477}","{""x"":0.0916,""y"":0.1244,""z"":0.0916}","{""x"":0.0916,""y"":0.1243,""z"":0.0916}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#604080"",""pixels"":2407},{""hex"":""#806080"",""pixels"":1941},{""hex"":""#604060"",""pixels"":1793},{""hex"":""#402040"",""pixels"":1391},{""hex"":""#602060"",""pixels"":974},{""hex"":""#804080"",""pixels"":891},{""hex"":""#402060"",""pixels"":651},{""hex"":""#8080a0"",""pixels"":503}]",[],[]
small_bottle_fp,gltf,gltf/quaternius/fantasy_props/SmallBottle.gltf,0.62,decorative_tiny,food_or_tabletop,"small bottle (food_or_tabletop); 0.0374m x 0.0741m x 0.0305m. Dominant colors: red/brown, mixed.","{""x"":0.0604,""y"":0.1195,""z"":0.0492}","{""x"":0.0374,""y"":0.0741,""z"":0.0305}","{""x"":0.0375,""y"":0.0741,""z"":0.0305}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#604040"",""pixels"":8384},{""hex"":""#604020"",""pixels"":3285},{""hex"":""#606040"",""pixels"":933},{""hex"":""#404020"",""pixels"":701},{""hex"":""#806060"",""pixels"":566},{""hex"":""#402020"",""pixels"":447},{""hex"":""#808080"",""pixels"":273},{""hex"":""#606060"",""pixels"":257}]",[],[]
small_bottles_1,gltf,gltf/quaternius/fantasy_props/SmallBottles_1.gltf,0.62,decorative_tiny,food_or_tabletop,"small bottles 1 (food_or_tabletop); 0.1334m x 0.0901m x 0.0346m. Dominant colors: red/brown, mixed.","{""x"":0.2151,""y"":0.1454,""z"":0.0558}","{""x"":0.1334,""y"":0.0901,""z"":0.0346}","{""x"":0.1333,""y"":0.0901,""z"":0.0346}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#806040"",""pixels"":4200},{""hex"":""#604040"",""pixels"":1751},{""hex"":""#c06040"",""pixels"":1522},{""hex"":""#a06040"",""pixels"":1150},{""hex"":""#604020"",""pixels"":1125},{""hex"":""#606040"",""pixels"":716},{""hex"":""#804040"",""pixels"":678},{""hex"":""#606020"",""pixels"":500}]",[],[]
shelf_small_bottles,gltf,gltf/quaternius/fantasy_props/Shelf_Small_Bottles.gltf,0.78,decorative_tiny,furniture,"shelf small bottles (furniture); 0.8869m x 0.505m x 0.222m. Dominant colors: orange/gold, red/brown, gray/stone.","{""x"":1.1371,""y"":0.6474,""z"":0.2846}","{""x"":0.8869,""y"":0.505,""z"":0.222}","{""x"":0.887,""y"":0.505,""z"":0.222}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""}]","[{""hex"":""#e0a060"",""pixels"":3333},{""hex"":""#ffa060"",""pixels"":2661},{""hex"":""#ffc080"",""pixels"":2053},{""hex"":""#604040"",""pixels"":1001},{""hex"":""#c08060"",""pixels"":928},{""hex"":""#404040"",""pixels"":690},{""hex"":""#e08060"",""pixels"":672},{""hex"":""#404020"",""pixels"":555}]",[],[]
cauldron_fp,gltf,gltf/quaternius/fantasy_props/Cauldron.gltf,0.8,decorative_or_unknown,decor_or_misc,"cauldron (decor_or_misc); 0.7913m x 0.6524m x 0.7552m. Dominant colors: gray/stone, black/dark.","{""x"":0.9891,""y"":0.8155,""z"":0.944}","{""x"":0.7913,""y"":0.6524,""z"":0.7552}","{""x"":0.7913,""y"":0.6524,""z"":0.7552}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":6177},{""hex"":""#606060"",""pixels"":3287},{""hex"":""#808080"",""pixels"":1972},{""hex"":""#202020"",""pixels"":1343},{""hex"":""#a0a0a0"",""pixels"":1089},{""hex"":""#000000"",""pixels"":922},{""hex"":""#604060"",""pixels"":824},{""hex"":""#e0e0e0"",""pixels"":805}]",[],[]
candle_1_fp,gltf,gltf/quaternius/fantasy_props/Candle_1.gltf,0.62,decorative_tiny,lighting,"candle 1 (lighting); 0.0582m x 0.0818m x 0.0669m. Dominant colors: white/light, mixed, blue.","{""x"":0.0939,""y"":0.132,""z"":0.1079}","{""x"":0.0582,""y"":0.0818,""z"":0.0669}","{""x"":0.0582,""y"":0.0818,""z"":0.0669}","[{""name"":""MI_Trim_Props"",""hex"":""#ffffff""}]","[{""hex"":""#ffffe0"",""pixels"":10448},{""hex"":""#ffffc0"",""pixels"":5690},{""hex"":""#ffffff"",""pixels"":3984},{""hex"":""#ffffa0"",""pixels"":721},{""hex"":""#c0e0e0"",""pixels"":94},{""hex"":""#c0e0ff"",""pixels"":40},{""hex"":""#e0e0e0"",""pixels"":21},{""hex"":""#e0ffe0"",""pixels"":12}]",[],[]
